"","GEOID","sum"
"1",33060,7874.43681644648
"2",42180,1726.1823797822
"3",27580,629.192369900644
"4",44860,6395.27998103015
"5",46780,4980.11782592535
"6",11620,15994.6860951111
"7",38840,8357.43578566611
"8",11860,3315.03733739257
"9",43100,18117.1954904273
"10",30060,8077.68462882936
"11",19540,5664.3612075597
"12",29060,4731.3209069958
"13",18740,6078.16068140417
"14",16380,7728.76980954409
"15",39260,5097.89235377249
"16",17660,20904.9502990329
"17",21840,3081.92519795522
"18",24700,6827.01889613271
"19",25620,28598.4986572177
"20",44740,5202.13064751588
"21",23300,7035.67608837038
"22",16060,22838.8917403817
"23",21140,28987.0356189013
"24",20700,13621.9221202508
"25",42820,9929.30197934061
"26",31980,13377.5121582001
"27",11180,14969.8489396572
"28",22420,53703.2694742382
"29",33180,4244.20591035858
"30",22060,8799.94593768567
"31",26960,7346.84818488359
"32",38260,6029.61743631214
"33",43700,11429.1562635936
"34",43660,7369.04628659145
"35",36220,60825.5283752717
"36",47620,4974.17635033652
"37",30280,6196.88166630268
"38",14420,7702.77908631001
"39",48100,5656.54502276331
"40",36830,7057.76215751329
"41",45660,9383.01651971042
"42",30620,22584.7447506487
"43",38920,16590.7387104362
"44",10980,3883.13665210928
"45",26540,6850.26325434446
"46",45020,4736.05316102512
"47",11660,5564.58834792674
"48",47080,7675.2658335492
"49",42780,3123.39898298774
"50",34780,16812.0375128686
"51",36420,294486.549955085
"52",21980,8616.25917095075
"53",43580,46787.6606294396
"54",10420,95493.6858775914
"55",23060,77184.9093899503
"56",15900,5769.82745798025
"57",11420,6695.95599639416
"58",14300,5883.38977655303
"59",29200,29248.6560017802
"60",47340,4617.54158550501
"61",47660,12025.9273278192
"62",32860,7254.88508457877
"63",20420,5845.14230745237
"64",25700,6286.29688195881
"65",22700,10859.1089927852
"66",49380,6146.7062687017
"67",17540,12026.5730975494
"68",43180,7494.23405878246
"69",27900,35071.8413386643
"70",18420,8037.10572638363
"71",25580,7067.5756187751
"72",11680,8194.99400750175
"73",39380,24439.0693566748
"74",28260,13877.6629296898
"75",36840,5347.35097066686
"76",18460,5363.28309916705
"77",27100,17063.5544720218
"78",37900,67594.5281295739
"79",35900,9107.74001668766
"80",10260,754.782306354493
"81",39740,42488.1576008201
"82",45540,21668.6722781211
"83",18380,6207.77302855253
"84",33580,7289.48647905537
"85",37800,7230.80132896081
"86",28100,22238.6854705065
"87",23140,6335.3837639913
"88",36820,4908.02689959481
"89",31060,3394.97374995798
"90",16100,69208.5931914472
"91",27160,4621.60664512217
"92",35420,13846.1740496755
"93",25880,5375.16242067516
"94",35440,5680.07051392435
"95",40620,7360.48470727354
"96",34220,7305.93273851275
"97",19000,4210.62955111451
"98",31580,10817.015384011
"99",45140,7588.05536849052
"100",32260,7529.03778027743
"101",39540,26482.6840566993
"102",10620,8339.16929601133
"103",44700,84024.1059355289
"104",19580,6486.60820090771
"105",22340,3836.82642965019
"106",46620,5553.44783211816
"107",12860,8133.36314700916
"108",21300,8622.08955827914
"109",23780,10591.8204959202
"110",48460,6657.8222273849
"111",20340,11507.1843689382
"112",30580,5627.49929823185
"113",44900,3435.65485500544
"114",31860,18179.860439023
"115",23660,11216.518927265
"116",36940,18236.831685327
"117",23460,18630.1746606827
"118",29340,85001.6717788163
"119",15260,22360.9682413526
"120",15500,20028.6820775419
"121",13980,21708.6324753668
"122",48660,29437.5393129741
"123",38740,8775.90321280807
"124",22820,6748.56252274315
"125",43760,5868.58825130531
"126",34420,9137.02706879377
"127",16180,6932.88044722355
"128",15780,9837.79642840009
"129",38620,13394.7525549121
"130",37080,8334.69526273012
"131",28660,63986.3805493112
"132",32580,117713.421168638
"133",31740,16764.1027512181
"134",21780,55451.3323977962
"135",16740,344537.387896106
"136",16500,13070.7149942129
"137",21380,7245.32414784655
"138",27660,9863.10009536147
"139",35840,79945.6632482484
"140",12780,7895.29483273625
"141",17620,1836.91292229295
"142",44020,6983.81752325222
"143",24460,7230.49282355045
"144",32460,5240.84708747268
"145",11980,11635.4771136194
"146",41260,4870.54233316309
"147",40420,53037.0294432342
"148",41660,22733.7408175208
"149",13660,4667.9331625218
"150",35500,7839.663740132
"151",23340,9492.62620893493
"152",28340,6773.85704104602
"153",35700,7245.52415849842
"154",12460,4911.85322611779
"155",18220,2980.94479595125
"156",36340,6330.33966780081
"157",26780,7687.89637708478
"158",27060,7245.88328374177
"159",45700,9448.19178032875
"160",26220,2485.2411383205
"161",27340,26250.2997170426
"162",49260,7974.75079515288
"163",32700,10381.9587096889
"164",21740,7855.77825509024
"165",36860,36022.0651553283
"166",29620,64765.7895430662
"167",38240,10025.5462056547
"168",28820,9644.89234484732
"169",17420,17964.0716012381
"170",30660,5774.9189888332
"171",30700,53320.2089118082
"172",43620,56868.7907354408
"173",38380,8512.52083733359
"174",29860,24710.0815053433
"175",20500,70291.605003655
"176",39140,23691.2174987842
"177",13020,12741.4572789986
"178",17020,15479.3075816824
"179",10140,11359.1187151215
"180",13060,12937.1327656215
"181",26260,11321.8777078092
"182",32780,24079.1517035395
"183",31260,14777.8843192663
"184",11700,40885.5497331098
"185",16660,10923.2444385737
"186",24220,39165.1839769632
"187",37100,69350.8562156443
"188",15660,8778.42354950309
"189",38060,615426.296462816
"190",32380,12992.6022333391
"191",18060,16119.6447153091
"192",41900,7057.21583386487
"193",44180,86694.0857324153
"194",48580,14018.6499430835
"195",45580,4659.48860033602
"196",37060,8784.26194569841
"197",44780,7599.37189977616
"198",43940,6144.54424847945
"199",26860,10855.2248259149
"200",43320,22460.6267938466
"201",26300,18303.5850784667
"202",27220,7218.95306787032
"203",34100,19956.1261546463
"204",48540,33430.7367170006
"205",34060,22034.8617892768
"206",14700,18586.7355255485
"207",33980,11244.405230674
"208",38100,8077.00533202291
"209",30300,10916.8137043358
"210",46500,5118.56912982464
"211",40080,18442.4373502359
"212",22500,40227.2106694654
"213",27940,4168.32757433694
"214",36140,12978.9028914422
"215",27300,8431.7995598875
"216",23580,24424.0418750644
"217",13420,11895.4529203282
"218",38660,21184.3282684162
"219",20580,10291.8224699916
"220",24380,9638.95882734934
"221",14380,4930.93660321832
"222",38460,12778.0180134087
"223",40540,28842.647333954
"224",45520,5690.38777676781
"225",17260,5886.35880102217
"226",23700,22767.3851057693
"227",40980,28055.4036906436
"228",19420,5312.85277365148
"229",46460,9831.38525650091
"230",47700,9619.66417003423
"231",28500,6506.14872625637
"232",45300,345994.628545649
"233",18880,42857.5069062989
"234",11640,9591.44500370324
"235",40660,15002.3679091781
"236",25540,87121.1414325796
"237",44540,6758.37379467297
"238",36780,25101.703848768
"239",34500,10716.1045688689
"240",39220,4871.93223393297
"241",38540,11889.6442585449
"242",41400,13083.4181335121
"243",15420,12679.413921235
"244",47020,26256.1722175479
"245",42540,62747.6731552137
"246",31500,5404.24482499063
"247",20140,12646.8571830783
"248",38700,8774.79012690112
"249",34860,9731.90502778813
"250",14140,14843.7242770903
"251",41760,6961.1656663395
"252",48780,77083.9059087988
"253",43340,101451.948989691
"254",44340,13359.3414335102
"255",41100,21635.8465556823
"256",13700,29095.7085143607
"257",22260,12147.2541250961
"258",46180,34918.2795277163
"259",11540,38356.2445150092
"260",37140,26089.359120056
"261",16220,20897.2934487794
"262",29300,13526.6690210402
"263",45740,4389.00487579405
"264",12380,7448.35686862655
"265",32620,14676.1294072084
"266",32500,4540.82197094709
"267",37460,35310.0193206416
"268",18860,2706.6018436361
"269",22620,10321.3107048851
"270",21640,7126.01768155023
"271",40760,5319.00062853436
"272",14220,9507.45025414973
"273",43020,7773.6467496275
"274",25980,14823.5517474543
"275",19500,23092.7933562323
"276",46740,7342.77280407399
"277",24900,12844.9519973099
"278",18260,23040.9032572545
"279",13340,7223.12839558721
"280",41740,204821.33165458
"281",13300,8297.93728435412
"282",45380,7250.4610010609
"283",16260,8613.42836887811
"284",17820,89519.7698297733
"285",20100,27747.2148168683
"286",42740,9318.19955674559
"287",21540,5757.42152246859
"288",25780,6303.96199523658
"289",13260,7125.8818923533
"290",12680,5902.0818778947
"291",21420,17677.8126938529
"292",43380,8942.88691568375
"293",44660,17535.4776351899
"294",12100,38500.2733661532
"295",10860,10355.8858101442
"296",49820,3788.68153884663
"297",24640,4682.01070576925
"298",38300,267364.404539507
"299",31940,12519.4661270226
"300",44140,50387.2381108662
"301",25420,67767.0832327604
"302",30460,73361.8462563753
"303",41180,452229.819630912
"304",19060,13003.0993531905
"305",45060,70926.5719562121
"306",36740,346436.521896462
"307",31180,60955.7025961242
"308",19820,510993.985639594
"309",36300,15598.6837828355
"310",46520,36501.9352155533
"311",31140,217700.806064893
"312",12220,29420.0994414538
"313",10780,31406.832091012
"314",18500,11287.1176276673
"315",47900,533232.527222867
"316",14540,30219.9440870918
"317",19740,325067.511015724
"318",44420,12045.455275815
"319",32820,284171.83238652
"320",28020,35313.9825727195
"321",16420,7708.83744012564
"322",37580,10736.1107248263
"323",17980,56944.8324800134
"324",18180,12756.8157092429
"325",23940,31500.0487798565
"326",41940,126447.246448956
"327",36580,6013.34896199871
"328",36380,5266.1143406023
"329",38220,27394.1451422265
"330",14500,26505.064953414
"331",38180,9492.00990188095
"332",20780,4855.50517798857
"333",49180,87175.4765815735
"334",40180,16838.1237003878
"335",49080,15915.5932685238
"336",41540,56382.1989816884
"337",38500,6634.73169393092
"338",40340,36397.777932758
"339",10580,84962.1679831307
"340",11820,4692.57450224144
"341",32940,29005.2739656728
"342",28900,13017.460187592
"343",28740,11893.6077761312
"344",25860,49281.9112039804
"345",22520,29838.9880063012
"346",32300,8618.83516003937
"347",25740,18248.6675615901
"348",19780,117310.027289235
"349",19100,1118266.40532849
"350",24740,14049.5066537708
"351",46300,19085.7962804578
"352",40700,16443.5730696569
"353",13100,5696.28333249409
"354",19980,8972.16772653762
"355",44260,10617.1984968334
"356",19620,11916.6508863724
"357",46340,35503.4847730771
"358",34140,5280.9600963814
"359",21700,9910.94169086612
"360",43780,47457.0456954688
"361",34260,6424.3095766753
"362",27260,184347.243042135
"363",15140,5884.96662135422
"364",34300,9340.36059325642
"365",15340,5776.27089981735
"366",15740,7670.52113929391
"367",29980,6417.33964271098
"368",19940,7443.25994275883
"369",45000,11472.189048623
"370",19860,13559.0144229702
"371",37220,27601.0130019446
"372",34900,10160.3110681302
"373",20220,15614.0564053394
"374",33300,9814.57400246337
"375",14580,14399.5512887138
"376",26620,78877.8228204846
"377",35660,19983.194637835
"378",18300,6958.15527940618
"379",10380,15467.3859498538
"380",46380,7208.92370856413
"381",27740,28073.5279814489
"382",32180,5560.07132557966
"383",22540,16933.8241826743
"384",31680,8019.8178438358
"385",29740,33933.3121256548
"386",46700,41248.6910764426
"387",49020,15609.7074615069
"388",11140,6818.27175228298
"389",43420,21927.1860570329
"390",16020,21716.3870361899
"391",18100,11936.6828558408
"392",31220,3182.16302833523
"393",27500,22671.8131422251
"394",25500,15093.0142449502
"395",10100,13401.8492660189
"396",29940,14405.0712390095
"397",35100,19400.5749098377
"398",40780,18110.5035895566
"399",19260,16200.4367812201
"400",49420,42721.8830406322
"401",11780,14256.7123797014
"402",11460,39989.9158084989
"403",44060,84327.9017923184
"404",46020,4733.76321840865
"405",23380,11553.6437541842
"406",24140,19189.9611085653
"407",43980,4526.27572453301
"408",33780,19749.0272667259
"409",24980,6890.15558534488
"410",26460,5504.05691129714
"411",26020,67364.7992070344
"412",27460,15259.5579558015
"413",17700,9229.53551829234
"414",44580,8016.03999660164
"415",31660,5828.38431622942
"416",42980,8664.03101823479
"417",12740,3506.73224115984
"418",15060,3076.61322804523
"419",39420,9735.25432619289
"420",26940,8144.28095059842
"421",45620,9034.2216171287
"422",34020,16765.4073670084
"423",35580,6688.03936422151
"424",35020,12213.0284558232
"425",22100,9011.05936799943
"426",25720,3830.15509705111
"427",14740,21904.7061182857
"428",20980,13559.9609780181
"429",42100,10486.2971526636
"430",20300,7757.1925783921
"431",12540,135798.842852503
"432",15620,5232.48710697637
"433",22280,8558.30408087573
"434",21500,30821.9354094416
"435",27700,6014.23840765283
"436",11220,5449.16555951163
"437",29900,7607.61672522128
"438",24540,53437.7388166828
"439",18900,9772.57213785872
"440",22660,35629.269854709
"441",36900,9347.59033197351
"442",35460,7180.31296177953
"443",15220,7039.59729294118
"444",13180,14734.5456781462
"445",28420,50262.5921685067
"446",19180,16998.0670069028
"447",20060,7333.3825218007
"448",34660,6090.35757105052
"449",42860,9694.04388410412
"450",33020,6080.85398226604
"451",37500,9371.63950508088
"452",42340,62429.3257072233
"453",37780,149773.943052541
"454",16460,9493.6753549166
"455",25820,6336.50171781972
"456",15100,8818.3295986075
"457",26380,62176.8340229983
"458",29660,8320.9227450711
"459",13540,2401.63000592661
"460",31930,10290.1089416146
"461",27420,9706.12895276921
"462",24100,4385.67747982265
"463",34540,7777.54949221015
"464",30220,6845.83567377098
"465",21460,7744.64965606108
"466",33740,35504.171076755
"467",29540,52858.246710211
"468",26740,14291.7380250318
"469",47820,8488.45846204832
"470",25260,22985.6280446313
"471",47940,35435.0757963583
"472",21020,13187.2497506402
"473",22020,68946.09707864
"474",11580,4175.43101908825
"475",13500,9326.81951300055
"476",12180,8209.50122992322
"477",43500,6579.5119173603
"478",27620,30329.9756417349
"479",25300,9688.51126653329
"480",13620,5756.9401657807
"481",47240,720.871971896806
"482",24860,113742.349597856
"483",37620,14550.0206756908
"484",25940,23021.396626804
"485",36980,20485.0160514563
"486",44980,7513.06909648329
"487",27780,14419.9619785994
"488",14180,17823.803058207
"489",20740,21944.5929166786
"490",18660,4701.16254006885
"491",39660,42129.3117195869
"492",17300,46318.9541157261
"493",12820,5433.6076623355
"494",10940,5415.63503740355
"495",24620,11297.2358485609
"496",24420,7137.65133407457
"497",44460,4343.18077051228
"498",40940,9898.86179306057
"499",12980,19757.6033394858
"500",22140,32310.4042592307
"501",25060,74461.5242563859
"502",48020,12183.5064617395
"503",42620,18346.4914745539
"504",21900,7726.57488973439
"505",40580,27392.0770393312
"506",11500,23051.9041879624
"507",31820,15497.7844107375
"508",22800,15474.3334154492
"509",16140,5675.55395533517
"510",10660,7304.9529265482
"511",33140,16150.2509176508
"512",18700,6191.50053972687
"513",17640,2816.42574546486
"514",49780,14887.8258257657
"515",12940,241888.369043566
"516",35140,8489.33824644983
"517",45980,9881.71476532519
"518",49460,5628.37701237833
"519",21260,10164.2037734985
"520",47980,8557.65504377894
"521",37340,59083.1612533599
"522",20260,55671.0859337308
"523",31700,26126.8815375212
"524",35860,5364.09946271032
"525",25100,7107.01744932546
"526",24300,19137.5667339775
"527",22300,15129.9510968328
"528",12660,11403.4013136961
"529",25220,26666.0673854053
"530",32100,11037.0907548101
"531",14010,34944.2190515213
"532",16580,40429.8371226508
"533",47380,42244.1431593634
"534",27540,10440.7520206943
"535",37980,590316.684138358
"536",42420,12856.2540117046
"537",26420,1153667.63631193
"538",43460,7810.23333454877
"539",45460,31924.4312745482
"540",42380,8294.4973735041
"541",39860,8375.55322732404
"542",24330,9867.76933325567
"543",36660,19544.433799386
"544",49620,48005.3450386375
"545",12620,14987.6825936567
"546",14620,5686.06212098803
"547",15680,9315.6775541082
"548",42900,5375.3095439598
"549",34700,11333.4351448268
"550",34380,7886.86429926567
"551",15020,8130.60301601514
"552",32660,5362.89828596637
"553",24940,17592.8921625465
"554",33340,223375.228652999
"555",15860,9405.87643089572
"556",49300,16793.4870799333
"557",20900,11640.381907383
"558",16300,48333.6459315009
"559",36700,24883.4979137331
"560",37120,8901.64180675894
"561",39060,16801.18394541
"562",24820,8512.67705247551
"563",33620,6390.32746411115
"564",37020,7022.51243536174
"565",11940,9436.24058969319
"566",38940,49531.7847725346
"567",30420,7631.3459012864
"568",26980,25101.3321677297
"569",17580,13544.1279740168
"570",29780,7239.53573244366
"571",18020,12131.345583722
"572",14780,6982.88317558169
"573",24340,98603.688921243
"574",31900,18248.2002182603
"575",37660,5042.44556156546
"576",49100,7281.96128894761
"577",14100,8784.81838414073
"578",46100,17132.4196645357
"579",27920,7023.17040565424
"580",31620,8355.44122071378
"581",14020,18761.3879096471
"582",43060,16544.9956396595
"583",35820,16369.219511291
"584",18980,15671.2852563411
"585",11060,7202.92130977189
"586",37540,5586.96428853646
"587",43740,11433.6060618162
"588",18620,13096.3411623314
"589",22780,11650.5269847922
"590",10760,9326.29725320265
"591",41460,12607.8503051542
"592",32340,5789.1380602289
"593",33420,5559.34400620311
"594",23900,11261.2788208723
"595",17060,12916.8575988486
"596",23240,3930.02173264205
"597",37940,8408.79986573011
"598",34740,17622.3425458027
"599",14820,2692.16345180757
"600",37300,11731.0729282871
"601",10300,10789.1809566543
"602",10460,17766.4158623462
"603",16340,6033.6416741237
"604",12900,10250.2177781649
"605",46220,51429.295268029
"606",47920,6248.53158190846
"607",19660,63170.8665262096
"608",10500,33308.7732972465
"609",17500,6958.84917693463
"610",31300,27557.5206573009
"611",39020,9196.40691004694
"612",20820,11492.6532960385
"613",49740,42394.0971586715
"614",48820,9761.73192201741
"615",28540,108166.135828493
"616",17140,285423.327615362
"617",28940,140024.919027684
"618",29100,16088.8994826872
"619",17860,30583.1932725832
"620",49660,87581.5303082913
"621",48260,20630.2114250958
"622",46980,16004.5290309191
"623",33260,70049.6222856846
"624",32140,7808.64981504902
"625",35740,14770.5058037471
"626",39700,4965.37738820291
"627",13940,7896.30992957633
"628",37420,6192.28382177771
"629",15980,83673.9225806817
"630",48940,7215.30879157782
"631",21180,4991.7578890067
"632",19460,32132.9596019313
"633",16540,20904.0095382109
"634",27600,11992.2351122797
"635",32740,9705.71925979853
"636",39460,21547.5635461602
"637",24660,117560.018423289
"638",11380,31476.3458681833
"639",46820,2833.41458700597
"640",20660,4861.04418525845
"641",48140,21703.2172427954
"642",48220,9989.10418578226
"643",40300,13708.7794246525
"644",16940,23846.4728710101
"645",34620,15997.5483970344
"646",41780,15884.6754201204
"647",14340,5972.61865674704
"648",29460,99488.0309717027
"649",30380,4505.17887941841
"650",29380,10126.0426025474
"651",32280,6146.08413882181
"652",49220,13306.4532483718
"653",32980,4857.81347324206
"654",29020,11985.2065178156
"655",48700,12831.1797372043
"656",26090,12395.9588159956
"657",46900,4471.08474754865
"658",28380,7417.38337560743
"659",22900,52649.0803754202
"660",13140,146367.202610588
"661",22220,76945.0144066066
"662",42300,6553.90565959882
"663",32220,19811.5869372562
"664",31420,48239.3196195289
"665",22180,67979.5973875076
"666",47780,4773.84578812122
"667",36260,75456.3815342652
"668",33940,4807.06680155814
"669",11260,0
"670",18140,287163.770434331
"671",11020,14297.414066799
"672",21860,5373.61459065042
"673",10820,6864.15230706893
"674",26820,22841.8087408333
"675",30900,6591.44569658488
"676",26500,5865.86695477366
"677",26700,5489.39757086415
"678",46660,30758.4510259766
"679",39980,13131.986106962
"680",11100,70683.5041719749
"681",12260,125237.587183297
"682",17460,308155.003402635
"683",16860,83719.8837320209
"684",24580,51611.2614374804
"685",39300,119672.860555039
"686",48620,114853.185254128
"687",47460,12493.920598461
"688",14260,102011.169698307
"689",43300,21741.6173401549
"690",36540,199120.964822919
"691",16820,17286.6425432329
"692",16620,43911.7447377369
"693",19340,77114.9591290168
"694",42700,12072.0707203183
"695",17200,14476.2144413855
"696",45780,102944.803681061
"697",26140,16806.457015872
"698",13720,9628.8207604083
"699",11900,6260.05474754423
"700",19140,19989.5557629764
"701",21580,8791.31235839541
"702",35060,9706.62615167722
"703",29420,42882.6140322
"704",23500,10650.3694336712
"705",31020,15733.7137506372
"706",21060,25625.8415339813
"707",40100,11462.7329549915
"708",20460,10380.5355963185
"709",24500,21485.2165568326
"710",29260,5280.5166240915
"711",42660,349119.564650704
"712",22380,26014.3898132073
"713",40380,104252.903356275
"714",17380,9302.66623104643
"715",29180,125985.691368374
"716",35380,273893.855808125
"717",44100,40190.4699460641
"718",10740,118004.397160331
"719",15700,5241.67192977446
"720",46060,110844.82279875
"721",28780,11643.1319591333
"722",48060,16570.4034164457
"723",19380,118706.257680029
"724",45180,25482.0266157687
"725",41980,115689.071944821
"726",40220,36036.3273114194
"727",32420,6069.35603621654
"728",23540,28803.9788136855
"729",28580,11991.669751035
"730",21220,37975.991876816
"731",15380,122856.754831254
"732",19220,8333.04110945016
"733",31540,72540.7985861202
"734",14660,16998.562531157
"735",48980,13498.6370777041
"736",21340,112307.862481425
"737",25020,5282.76888099313
"738",43900,56229.4088427052
"739",12300,9407.51717794505
"740",44920,6175.25419491528
"741",20380,16499.1761123836
"742",20020,26460.4505183883
"743",28860,5796.36825540382
"744",39780,8776.05923646988
"745",27380,8308.63260280993
"746",14860,46287.5181171298
"747",14460,287465.045551895
"748",15540,14398.764903726
"749",40740,17307.9739690888
"750",20940,39163.9878081553
"751",17740,5554.74596324563
"752",38580,10579.1325474568
"753",38420,8647.87120558135
"754",42680,14853.1828230983
"755",20540,10793.8075052276
"756",23860,11667.5976605713
"757",42020,21143.2371227887
"758",19760,9443.22114083171
"759",36500,23824.5251175091
"760",45940,31689.2258996367
"761",24060,11219.0100034696
"762",31340,29464.7233652844
"763",22580,8745.6753642261
"764",28140,394613.61516881
"765",27140,129672.469657248
"766",26660,15389.9949753797
"767",47180,9208.3582133241
"768",47420,11767.4170765542
"769",37740,12562.6081470524
"770",48300,27969.8107460708
"771",13740,38377.05984616
"772",10700,15406.9010396153
"773",41500,30643.259538191
"774",28300,4765.27254203271
"775",49700,15736.1580983783
"776",24260,24993.981094227
"777",33540,16240.9548989224
"778",30260,5662.14534866461
"779",30940,23195.2483903319
"780",10900,83324.8560965881
"781",38780,6926.64537942237
"782",27980,6095.71475163577
"783",36100,42731.2241089977
"784",48180,12690.898361735
"785",22860,11775.8997592069
"786",44940,17797.29123234
"787",44500,8777.73341738433
"788",24020,12486.069514548
"789",44220,19097.302958712
"790",38900,226529.647390215
"791",38860,39998.7109630259
"792",41060,31427.6129020499
"793",35620,1104435.6526936
"794",33860,78272.7517469156
"795",23820,4814.09729803294
"796",43140,14654.6209014654
"797",19300,34920.3486837633
"798",35980,21507.6878704503
"799",10180,37345.1701232284
"800",41820,8739.59055997431
"801",37260,11108.3071183227
"802",21120,8933.21383893292
"803",28620,6854.27141341203
"804",32540,13731.756833896
"805",49340,66268.7520533873
"806",39340,58927.697090071
"807",41420,37672.896179047
"808",18580,106133.864715047
"809",45340,4098.96897188229
"810",15820,4392.55568567663
"811",41220,10364.9329001233
"812",31080,989608.186902607
"813",16980,1352983.71486598
"814",47260,238705.115236536
"815",45220,41044.7791449307
"816",13900,42368.2350897494
"817",37860,65795.0285786279
"818",25760,6608.82842194417
"819",23620,9060.13337319717
"820",32020,9056.03772909939
"821",28700,53364.7088820972
"822",39500,17072.4229545072
"823",31460,20374.2737946609
"824",48900,35238.2035612203
"825",24780,27244.1489673853
"826",13460,14303.768063046
"827",39900,57132.349599893
"828",17780,48722.8305727728
"829",30780,148865.428073846
"830",41700,317752.639598145
"831",45500,38958.2225113474
"832",46540,34145.6515555049
"833",39820,19781.6524606218
"834",12120,12386.6137990318
"835",35220,7967.85479262471
"836",27020,5662.79634611397
"837",34820,74134.3106292002
"838",12060,716570.482727751
"839",25200,7489.94860522473
"840",28180,2263.66929109344
"841",12700,13667.5175319042
"842",26900,310885.461609676
"843",22840,10995.4642952904
"844",42220,29711.2630392463
"845",20180,10081.4909191241
"846",25180,33369.373603791
"847",34460,7189.95975863747
"848",33700,55844.0842064805
"849",35260,11309.9387347996
"850",27180,31700.2409133092
"851",30820,4964.71614689531
"852",19700,6268.29993970425
"853",15460,10381.8979830407
"854",47220,20570.5734160841
"855",34940,41408.0302992482
"856",47540,8403.07340832055
"857",26580,62078.4745071307
"858",18780,6764.37516554783
"859",40820,9907.94339602068
"860",46140,185880.538098006
"861",40460,9196.92538523674
"862",45820,40918.8551427175
"863",18820,7322.19240609929
"864",12420,207888.878367792
"865",27860,30153.0332032628
"866",44620,10159.3722813076
"867",38340,10360.1024400629
"868",13780,23114.3180756588
"869",32000,5492.55839081481
"870",30140,15560.1636289135
"871",33460,402634.862130783
"872",47300,53337.6472199196
"873",46860,13288.7787489261
"874",43260,7532.03628381623
"875",12140,9721.11675280333
"876",45900,13277.2263355333
"877",30860,11313.9805413013
"878",34980,311561.78490492
"879",17340,4395.64813174652
"880",29700,75719.7551608738
"881",36620,17735.2246053534
"882",15580,7757.53527991474
"883",12020,24025.7569403462
"884",42940,17582.7301459219
"885",33220,12020.4046703242
"886",42140,17238.3833439293
"887",29820,421272.912811314
"888",39580,153208.422072951
"889",33100,663025.205787755
"890",17900,141440.279382311
"891",17220,17392.9794511981
"892",35300,55002.7179694325
"893",33660,75980.1654386744
"894",40860,4622.06388020392
"895",42460,12280.6623507962
"896",34580,19041.763111356
"897",15180,73123.3055073535
"898",41140,27796.9703344908
"899",34340,10003.6755927987
"900",14720,3355.32033366021
"901",33500,33941.9215570232
"902",40900,205857.433864175
"903",42200,30021.9215242494
"904",15940,58633.6256786883
"905",31380,6369.85516139865
"906",13380,28085.2501165843
"907",21660,38120.3212995352
"908",10220,8860.24193670601
"909",11740,7784.63262139261
"910",30880,6297.89965680614
"911",12580,312842.164184064
"912",40060,157860.459552342
"913",39940,6298.24494631891
"914",41860,261718.394300923
"915",13820,200466.085870862
"916",13220,21240.6793056196
"917",29500,4356.76760096941
"918",36460,9191.35948532447
"919",45860,9961.42177544627
"920",32900,32628.6250476516
"921",40260,16920.7899542667
"922",30340,8669.0474113063
"923",28060,20462.4497551428
"924",21820,0
"925",47580,35780.5014449731
"926",36020,5841.27507351711
"927",38820,8865.13581805001
"928",25460,11352.5224993387
"929",41620,165239.000979874
"930",25900,25468.8871338008
"931",26340,5341.11963462276
"932",25840,24722.8723784593
"933",30980,49711.9646576084
"934",30020,30391.2392617417
"935",10540,16532.2784842213
"936",23420,98414.2091295782
"937",48500,6315.02034088224
"938",34180,24713.4182325117
"939",44300,14485.8793135681
"940",23180,11723.7317475602
"941",23980,10163.5612804219
"942",35940,10255.6726588458
"943",43220,6843.67351990953
"944",16700,102809.621084261
"945",40140,511614.27270692
